attention,meditation,delta,theta,lowAplha,highAlpha,lowBeta,highBeta,lowGamma,highGamma,class
84,53,1679495,328538,182757,30895,52459,8102,6206,7765,1
61,74,516794,76297,51096,20012,6662,17457,7102,6740,1
38,63,1498054,1069410,76460,32110,112230,55594,10511,9658,1
51,53,93998,24646,2122,4752,1392,1818,982,651,1
57,53,211336,30051,2609,3852,1483,3828,2523,1379,1
66,64,238403,31911,2823,5711,5455,4156,2459,1292,1
84,67,6464,15110,5565,7542,10292,12852,8812,3644,1
81,61,1242041,116985,17055,35709,10589,17660,4994,4266,1
81,61,682685,31851,16591,6010,2808,1578,1049,469,1
81,69,53299,12885,3981,1619,1525,1907,1203,194,1
84,74,1329542,58485,21542,15380,57959,15456,16028,4290,1
78,87,372998,28243,69061,24008,35291,28024,4026,3857,1
81,93,566232,25509,4322,37283,30373,9969,2867,3950,1
93,93,23211,26926,4741,14107,11389,15649,7646,2094,1
93,100,31727,17492,23271,8654,9021,9125,3841,4933,1
97,97,6446,20314,35254,11463,59425,27085,5186,3744,1
100,100,14261,10420,38498,6881,24713,11971,3793,4194,1
100,100,196210,47778,13410,10284,12137,19914,5634,2419,1
91,88,905753,85714,30846,7683,31291,10607,5559,1702,1
78,78,488686,12491,659,2748,3946,1321,1264,297,1
57,43,1302353,1125174,27170,33049,25975,28810,9849,4418,1
47,48,50306,52490,29060,4741,14289,6956,14598,10054,1
51,43,13857,72544,17243,9333,34449,14650,5990,3382,1
84,70,177665,129607,55801,18814,19661,23833,18745,5221,1
87,81,260623,14826,7168,19721,6924,4231,3705,871,1
90,88,23060,40836,10944,14362,14195,15113,19445,2592,1
77,100,46781,70903,41833,30318,20948,16411,12343,2848,1
84,96,191265,90398,41574,6088,44310,36945,19188,2391,1
87,93,242883,15170,6101,12033,1579,4773,556,1110,1
77,84,333633,122158,17862,8627,2258,10847,6559,1184,1
75,90,6972,20698,20013,39248,18999,8911,5057,999,1
69,100,50022,16535,57369,26295,8550,15349,16913,2077,1
75,100,19914,15950,12860,41349,12301,18220,7475,2115,1
80,100,6938,29992,24749,78943,5460,15419,15901,2015,1
88,100,44802,39026,11920,45953,10343,23310,22994,1124,1
81,100,35864,78347,11465,44732,5972,10768,7269,3764,1
78,93,23619,30640,24924,39855,11522,16605,7121,4077,1
81,84,372120,105593,5331,50594,10289,49471,12443,3328,1
90,83,164656,39887,21534,17284,12748,14278,4111,6475,1
84,67,303581,142444,5095,28600,15120,13256,7305,2396,1
88,61,245396,67017,26743,43893,27287,36095,10507,2217,1
70,80,310390,55781,174145,14975,19846,13435,4359,2435,1
70,94,7164,33800,18133,26306,28505,13174,5722,4979,1
64,90,221068,77721,26426,3998,13880,12408,6225,2238,1
80,78,75693,12856,26261,17426,28320,17485,6433,3747,1
88,75,132949,36419,13761,40702,22134,16883,18643,4307,1
93,74,289910,54301,53825,16501,82531,31284,11029,6478,1
94,74,260620,104434,45044,16562,79402,24423,17913,2733,1
87,70,115289,16932,14133,3086,9875,4217,2132,1474,1
93,61,34379,30736,6527,8392,6737,16161,12380,2242,1
96,61,177316,43336,15554,19955,19657,28170,9897,2322,1
96,64,73621,37341,9725,23611,18490,10632,19309,1916,1
84,75,22019,68291,11119,32727,11628,15167,11449,1521,1
88,75,14190,11684,5197,11231,20546,14780,5820,2628,1
88,56,492989,175935,3687,12918,13630,27353,10519,5576,1
93,54,25531,48095,53181,33908,32620,26448,4914,1646,1
94,67,45016,20363,91143,8704,20439,19679,11611,1527,1
88,75,3764,27955,22158,37932,24866,22761,21548,6049,1
87,88,462232,43626,13134,9050,25006,8897,10263,2178,1
83,84,27990,56617,28062,20888,15399,13507,5316,1597,1
78,78,11938,22398,18468,21153,12634,6323,2976,1461,1
66,83,11326,27957,31384,43746,23407,8683,3286,1899,1
74,96,7641,19994,14364,27059,4275,14765,4833,3997,1
69,100,463697,22322,39490,59729,7400,13709,9140,2333,1
70,100,52330,50532,100543,20509,44924,19680,5856,2723,1
74,100,79584,47851,51521,40976,15813,16348,10539,2688,1
83,94,8253,15477,7323,5824,25023,16181,4075,5761,1
93,87,7367,14616,5640,27708,9936,14955,7445,1916,1
100,69,23238,46153,4960,9961,10994,17734,7593,797,1
100,70,249895,45726,79343,23045,14835,15873,7854,3094,1
81,81,530710,38342,14503,24623,9620,5705,4100,1381,1
57,56,235318,79712,4937,1814,11243,2912,3128,1093,1
44,66,350210,91796,63040,18165,39707,13528,9818,2469,1
41,64,222643,13808,11836,7068,3150,2551,600,844,1
41,64,815662,10893,3125,1886,3707,4649,582,334,1
41,64,1466828,890156,88528,288980,211849,102320,74941,19466,1
41,64,892099,66150,38107,102554,89351,29917,15353,14333,1
38,60,1243587,135049,26093,49934,43064,12283,7817,2288,1
47,84,303579,7070,5486,4856,3170,1282,186,128,1
34,74,2735663,423010,43833,23386,7228,9445,2027,2026,1
60,56,104469,56983,13772,5610,14672,18293,7679,2733,1
87,69,2230,17363,5873,13753,6292,9860,7978,7270,1
94,61,617164,80022,64103,25112,65064,32071,25178,2589,1
96,60,15079,54656,18931,6427,3997,23748,12810,1697,1
100,61,37264,41589,13505,14605,33867,35090,9039,4993,1
100,64,34101,11094,14626,17838,22682,9364,4840,2234,1
94,64,469929,178625,12395,88673,9065,20982,9466,2708,1
67,64,481239,114477,10995,18758,14266,30871,6442,7230,7
77,53,16729,26390,9462,14307,19478,47510,14837,7559,7
83,54,656245,47120,34586,33263,38215,21715,8909,5603,7
37,69,345030,5549,3799,471,902,245,798,143,7
26,41,1761902,368965,7391,16522,8297,16852,6998,7132,7
21,48,1293974,376633,102537,123413,307407,54393,38528,7246,7
40,40,1901682,80759,15609,13263,3872,23005,2894,2364,7
37,48,316149,1083793,116307,19803,18839,39895,14848,3377,7
50,41,900891,91694,10136,30367,31008,18036,4283,907,7
43,27,1111783,234553,3090,17973,7470,10678,18323,1078,7
34,26,1666938,79532,13264,6628,3138,7559,9483,1652,7
41,21,1568675,92685,2067,6378,9963,7265,3401,1281,7
40,23,169653,40024,15700,4628,7745,5991,3895,1175,7
40,51,547343,9184,11275,6376,3650,1185,317,298,7
35,57,39853,20560,7422,2086,1160,1233,565,472,7
40,80,2815078,200166,45339,79068,41460,24584,9824,6892,7
37,56,1962837,242998,21248,13794,8060,9128,8079,5688,7
54,47,1044293,67768,4037,11315,8968,25449,12683,3247,7
54,40,648333,135785,24988,18435,8680,27897,9319,6870,7
57,43,113783,16015,13434,2183,5776,4081,2870,906,7
60,47,547565,254423,59053,3008,62431,12553,12400,5951,7
44,51,67416,560297,63633,29528,25918,22976,16804,13747,7
30,34,164615,163603,4008,13700,4250,5352,3017,781,7
38,44,549645,31235,11325,11152,3456,5230,6290,1527,7
43,35,2630061,222484,24478,35237,26264,27207,15158,12526,7
51,38,1173054,242525,31386,6935,15897,23269,8037,10042,7
67,29,333626,44665,13297,13205,20451,37256,12171,4027,7
81,29,281053,38059,3121,6088,6430,27390,34603,6095,7
84,27,163468,124799,1174,27303,23144,20979,17550,12533,7
96,40,132117,38845,9967,30182,10363,25764,14942,4176,7
83,57,2100834,21301,19591,47313,16271,10218,4083,1053,7
67,63,196954,58069,10893,4311,9751,7921,1294,640,7
60,41,279637,176065,24472,6979,24174,7605,11015,12492,7
60,40,549862,190585,10227,25726,26373,24179,35282,6096,7
61,50,56786,33918,26313,9443,7486,22734,27828,20089,7
66,50,781755,85257,25385,53428,31572,62285,40670,8387,7
80,61,752293,132179,79429,35083,13955,41911,19205,12990,7
83,69,534720,86973,21158,14253,10263,19882,28144,9349,7
94,60,70728,43356,27789,10773,15915,72079,40700,2214,3
91,53,363095,74126,21574,5768,8916,9928,3676,2715,3
77,48,999474,405466,12843,62750,24740,14815,24298,9667,3
77,48,575268,9314,11247,12897,13422,6847,2011,684,3
60,40,648529,16469,1118,2039,1234,1545,1347,622,3
41,47,656035,51196,25050,12818,13163,9936,9184,3068,3
40,41,143799,50324,7874,3990,1982,5278,4978,2931,3
50,40,1759601,103401,19488,104,11681,11863,7055,3095,3
51,50,113828,57626,21203,9575,3795,9094,7082,3185,3
53,41,1205652,106105,20897,9446,2296,17752,4050,1844,3
61,50,1097403,113113,21794,39117,6696,33837,6327,5126,3
63,57,300346,131630,55139,21358,42883,25294,18357,3436,3
74,56,100633,10591,1272,5828,2408,5271,4706,1514,3
91,56,19637,7299,3840,7648,16767,26952,17756,3447,3
100,47,8179,44820,8724,6480,8876,69085,17427,3706,3
100,54,13496,17072,7869,22069,3022,11838,3026,4416,3
100,47,554780,320246,45104,23879,12032,73598,43269,18630,3
80,47,155990,69833,17732,2174,5206,8185,6113,4691,3
53,54,325944,123062,11959,26154,5479,7202,19349,6133,3
43,44,655964,100722,6031,31633,8066,10286,12364,4794,3
43,47,804542,95400,13738,18994,29972,24709,26228,9049,3
51,53,334837,14047,9889,1639,4261,6653,6862,1692,3
64,60,238041,57897,27834,27945,4653,28168,18061,5333,3
69,67,454634,85112,34142,47912,9076,23194,46876,7767,3
70,83,94375,54306,13893,87271,20480,34228,19003,12442,3
81,84,5273,13168,11541,25908,15409,37923,16755,16838,3
78,80,520492,115030,34806,23966,12043,31623,18592,7052,3
75,67,2277912,263543,18970,39187,25025,26649,19803,8666,3
64,43,284457,113021,5975,5877,3333,8867,9734,2007,3
69,38,3163,6242,7580,21562,18949,76919,71005,5838,3
90,40,1419,24704,19306,15685,22263,29430,20063,3164,3
100,47,1547628,199881,36321,15711,5641,100272,66716,10159,3
75,35,1344441,421326,37342,10780,15275,31462,13756,20508,3
64,44,179407,81366,37250,32092,19550,36439,12361,7324,3
54,34,309466,120792,14898,11582,26655,20424,19894,6195,3
51,41,1491369,81377,29567,24180,24394,35683,8471,6572,3
69,41,214583,195650,38839,26076,8542,51090,16876,9510,3
67,51,386738,81368,36056,7383,15312,15122,9346,12760,3
64,64,6171,33609,36684,63164,8783,19902,6335,5943,3
43,64,225544,84045,15797,2785,3108,5151,7315,1381,3
43,81,225639,50660,79220,35567,16620,36494,16850,5764,3
51,93,16373,10939,75187,14125,20270,34697,9956,3262,3
51,84,1378239,59249,18749,54556,23055,19076,30114,5093,3
61,91,793444,67492,20769,18129,12681,17656,8805,5831,3
57,69,1259078,207673,22882,13209,48240,32713,11696,3107,3
57,53,101617,12605,3496,1777,2642,6359,3102,3313,3
67,56,9026,5536,33515,20274,19715,29247,16318,4572,3
75,51,183475,57672,8746,19820,12742,39821,14721,4551,3
88,64,124531,4927,6448,3767,3332,13876,5653,915,3
93,74,2500,6446,9591,13419,19245,17968,42118,14890,3
87,63,738275,42416,24664,18357,43400,16908,30598,6001,3
78,77,6571,43823,72137,4042,22706,17712,15291,5005,3
57,81,88009,144034,83413,32690,14834,19486,11929,4428,3
50,83,30179,39519,3965,48691,17064,18360,12574,3766,3
51,90,9273,41119,58939,22535,24433,26694,18295,2510,3
53,84,363769,88893,64395,16369,12540,30145,41031,7097,3
66,80,185383,26200,28106,14691,29114,35564,26701,5089,3
69,78,1009081,128813,58745,48203,14574,62388,18412,3407,3
75,75,12907,20527,30260,3363,12265,28066,14255,11521,3
78,67,32753,43348,32222,8096,16387,28692,23245,4221,3
66,66,2146593,69075,32162,7249,4890,6680,5509,1611,3
50,54,789109,26665,3996,2935,2726,1810,448,284,3
50,54,1176409,39789,48311,42041,22575,9646,2787,1715,3
34,57,123412,40288,16062,2787,3571,2486,4226,3580,3
16,51,142344,115397,21190,8298,6208,6029,3951,905,3
17,34,734142,149638,8380,5504,6038,10944,15945,5925,3
29,35,2210994,238251,43709,34180,17668,68059,33780,7219,3
35,27,1692636,626009,143342,9407,23794,67933,51392,3461,3
51,30,2588029,140448,63724,66641,39854,61632,24703,6403,3
47,38,526443,35084,16231,2853,2703,6704,5503,1401,3
35,29,761575,273242,19934,10054,12289,5686,9610,1757,3
29,43,1177503,531451,32943,61418,12103,35250,37810,6508,3
27,44,1898980,32684,15562,12867,2879,9391,2437,1572,3
17,27,399536,1656608,142485,31727,23058,61188,20086,3910,3
34,38,441809,31064,4883,8228,7686,5540,7383,753,3
40,48,840311,33001,9774,6632,3070,7963,2347,1521,3
41,47,88589,192926,140511,12367,25807,58836,25694,5256,3
51,61,496847,83306,5022,47249,14807,19202,44119,2422,3
53,54,107382,88384,14693,2589,8443,16505,5367,3728,3
56,53,203598,6981,2170,1397,1390,2559,496,254,3
53,47,633249,92503,19277,13153,4446,14576,8598,2983,3
63,51,76004,19318,40703,16981,30685,39344,6467,4598,3
63,70,1038236,75340,113789,45360,14001,44549,12120,4036,3
70,75,419233,144236,38933,49788,35217,25550,9385,9282,3
56,74,178599,109706,44569,29959,23390,14099,12954,11234,3
64,67,40963,25935,21110,18127,3911,29110,47572,6355,3
53,66,142579,100160,28959,13849,18641,24141,18047,4821,3
60,67,287740,41197,23599,21930,18696,24112,9018,9465,3
67,57,67606,123639,20290,13569,32364,36779,30207,2493,3
53,54,1077186,64920,20260,18080,3919,7131,7228,877,3
53,53,1145959,150263,7469,45654,23995,29824,6924,4292,3
53,60,270035,34660,52002,30562,10650,30774,12486,6717,3
56,66,168630,109477,26296,36888,14435,60818,21472,1954,3
66,74,149709,10875,12252,9345,4160,8365,1466,1811,3
75,88,31757,4737,8965,38660,12577,22985,9055,4848,3
87,81,10011,5849,19676,18136,15495,51337,15826,4446,3
90,87,8091,14439,6220,29143,15293,29590,34193,4014,3
93,88,7699,12354,62718,7552,15553,34683,19044,6165,3
84,80,34554,77731,22765,40037,19420,19371,74391,13411,3
69,83,695174,22111,9932,14477,1998,7221,3306,2241,3
57,77,190815,27490,1528,10127,6222,5489,8963,2987,3
61,67,329593,12226,16733,31824,46003,35689,29754,9666,3
60,60,196359,40174,11183,1777,5067,5411,6045,1090,3
53,53,530991,47261,2534,14594,3557,5513,4132,2297,3
54,50,206963,134969,24285,9030,4575,29343,6478,3728,3
48,38,558652,103232,13430,13507,33124,27675,25058,8931,3
60,30,228647,55720,2400,1909,6032,7699,7688,4591,3
74,40,90071,21911,18104,19728,9287,58852,12594,3137,3
77,56,508010,51775,66708,17558,11598,42390,31800,3692,3
75,51,326654,69164,49858,36459,81623,41814,19903,2846,3
75,75,1207155,84823,83338,19153,40741,24745,12358,11278,3
70,69,166868,37295,11605,13079,19025,46534,19201,7298,3
63,77,591792,24911,47895,23012,7522,8228,5596,3075,3
53,54,911048,14400,907,4431,4052,3600,920,573,3
37,57,330934,49703,23804,2558,11121,5250,3000,2235,3
37,57,1614882,23112,13642,15239,5295,2092,3196,564,3
40,44,208552,11957,2900,4291,1126,2831,1070,1019,3
43,38,1890308,82175,5173,1951,6191,6729,5132,1926,3
34,38,144342,128071,19214,19590,17626,10309,5618,1830,3
37,48,717271,24987,27796,2995,2741,5289,6272,2640,3
26,37,688406,191478,20955,8684,4549,9332,5916,1422,3
20,40,268033,111470,7523,3858,4645,3555,2788,2353,3
17,21,1665034,576857,6447,9993,62948,34710,24237,21878,3
17,21,945332,10598,15865,3493,4909,3553,1603,306,3
14,1,339100,135897,4025,9659,3669,8710,11343,4643,3
13,7,785650,124620,7781,27180,4308,6102,1103,1177,3
20,1,455339,1273293,50295,8684,77605,78051,24356,14817,3
27,34,296225,186008,67112,30201,20847,44735,5015,4100,3
37,35,1436881,163932,78885,13515,109807,29075,40933,8574,3
44,54,1658610,144149,56935,13165,10474,41517,21658,8219,3
66,70,167611,20178,22593,3136,9832,18155,7686,9210,3
66,69,91241,36420,86,13254,8056,5701,4961,763,3
48,61,719235,231119,8146,35550,18714,4980,3685,994,3
43,54,257606,23744,4920,8281,5968,8226,2689,1296,3
34,48,791352,312631,78004,32600,32682,48487,42122,11930,3
40,56,65999,46638,24044,40375,22244,30457,11200,13178,3
57,70,15924,28453,85012,25339,82331,26957,56311,3985,3
57,70,817584,219172,117927,39965,36794,38498,6853,6722,3
57,70,907247,119160,92161,54544,37738,110323,66058,35294,7
57,70,1531750,182782,27734,12336,11975,26233,7178,3354,7
57,70,475586,140375,12122,28080,14161,21580,9535,9539,7
57,70,2236846,867425,224854,160720,137688,168216,118786,111670,7
57,70,882506,176782,312936,74970,10598,18096,3699,2543,7
47,67,537117,89231,18144,5501,8911,4410,957,1833,7
47,67,1176665,209518,106798,50998,32484,27440,10769,7204,7
47,67,1484248,349545,116929,37678,29862,31084,16421,12936,7
47,67,161634,143857,73702,52549,48704,30463,18074,8890,7
47,67,1026150,52990,12347,14993,13576,11123,4858,1827,7
47,67,985057,38530,14453,15416,7532,5216,1791,663,7
47,67,311476,332550,46175,98873,19584,24865,7112,8353,7
47,67,742564,154970,159360,11175,10075,11478,1901,3832,7
47,67,165513,24797,50466,5217,6831,4466,1834,1852,7
30,78,2383806,716355,561425,126236,47046,23886,15018,12896,7
30,78,2197797,104153,27626,13283,5275,9602,3362,1220,7
23,78,963631,148485,5683,7591,5930,2570,1357,640,7
23,78,279611,104250,13570,9745,27040,50588,5502,3100,7
23,78,710742,51494,13183,16775,6009,7622,3587,2942,7
11,74,442324,71189,33487,9092,18783,4827,4728,1417,7
11,74,977430,75695,15956,56984,18992,17504,6685,1455,7
13,88,1060270,60838,80906,29280,13669,7952,3971,4974,7
20,87,103049,46552,26865,9480,7086,3603,982,812,7
8,80,1692725,953956,196627,155785,36875,22878,18938,10478,7
10,96,914440,41617,81335,60849,5016,9028,4484,2007,7
10,96,757783,47028,15822,17979,19750,4018,2569,1373,7
10,88,2017260,209850,63353,84197,35332,16409,5976,5268,7
16,80,1376144,103109,30720,9570,16724,16255,5362,2375,7
20,83,1875684,1039996,367305,103687,46168,41819,5847,8213,7
20,83,1985785,2455892,788119,111901,72195,112515,25088,9768,7
13,74,2335454,111084,99402,11107,4511,4266,4684,2619,7
13,77,926562,74121,13324,5825,3652,11307,4661,1315,7
23,75,984258,217174,81804,29098,19008,35747,8736,8623,7
29,75,1238606,279143,198044,56683,53002,28173,9372,11596,7
41,63,2606706,95560,11755,37496,53738,31549,10181,3547,7
38,75,861929,94344,48319,34124,8602,11671,3507,1612,7
38,75,982415,145113,6572,9677,9227,3912,1051,603,7
24,74,625589,397503,117677,15772,13464,11819,7725,2423,7
27,60,282437,267641,42302,21468,43676,23165,11099,5746,7
13,57,994828,232298,40574,14366,12121,9014,12144,7727,7
7,51,957873,47324,8015,9929,2255,1886,1748,1412,7
1,35,2939294,1208451,322549,190815,11628,32426,31987,24028,7
1,35,356960,24999,2518,3591,1974,3042,758,798,7
7,40,1792113,109253,57327,17082,9896,14666,4160,6363,7
11,61,1463364,269412,52468,26864,3087,7073,3346,2986,7
20,53,131254,94301,9652,10252,11910,6590,2917,863,7
16,54,919350,38009,5270,3057,1474,2117,2716,597,7
8,51,748461,31514,11672,771,765,1179,953,628,7
11,53,154673,39585,8562,5489,3731,1709,1391,1552,7
3,61,829385,192677,92472,17104,22344,6328,4491,6090,7
3,61,2114982,546829,119823,233249,99849,86973,36643,12763,7
1,81,797886,33599,63963,25875,7422,4428,2965,1084,7
11,81,1160507,107209,31956,21776,8333,15647,7365,6493,7
8,94,670326,131756,211531,7895,5253,7455,6254,2093,7
8,93,1776314,196765,76488,4009,17054,5485,5484,4637,7
4,64,1224386,540784,34323,16458,5619,15253,3401,3332,7
1,53,528458,61557,6053,965,968,5085,2200,1157,7
13,41,1350814,13550,2182,6455,6263,2428,1016,644,7
21,48,485360,19597,15775,6665,4589,2277,987,2033,7
26,80,157731,15054,2561,1443,987,1103,2613,1118,7
24,83,746809,17703,9448,3768,1775,3099,6487,1520,7
30,47,414348,12991,1224,2149,2107,1038,1859,745,6
27,43,748751,214512,28875,4761,9635,7691,11553,1807,6
17,29,1256138,588918,54336,25810,13543,16613,17803,5190,6
13,37,314439,140709,13893,16289,3099,7173,7836,2833,6
11,44,230079,23158,12247,3692,2266,2125,1261,1025,6
13,56,3491879,749992,320313,33996,56816,38677,21519,16759,6
17,74,944907,55201,100696,19453,12625,14576,4262,4509,6
21,84,3147420,484810,156938,95158,43427,29961,25857,10269,6
27,77,1584193,439824,99591,63130,31666,82701,23111,10751,6
30,84,729328,16819,17143,2668,1925,1870,1001,358,6
27,67,770458,80437,18617,5956,4385,5563,3284,978,6
21,75,1497659,29688,809,11764,5044,2317,852,819,6
14,63,912653,419651,107658,15151,9702,11242,5702,10382,6
17,67,200417,17002,6887,1717,3244,2241,1480,1045,6
26,57,81265,106490,27692,3612,32243,17885,36157,4536,6
26,67,233420,8347,7114,3623,1668,1084,1313,891,6
30,61,485169,171120,9432,15903,12758,5710,7115,2763,6
34,61,713401,20519,9989,5288,8140,4204,3410,2621,6
30,60,1312020,60118,8029,6121,4028,7492,2392,1269,6
38,44,1130793,82382,5432,11193,8610,11281,2700,2031,6
43,44,2042437,294932,26997,21242,33838,21042,5378,7209,6
29,50,142526,23853,15015,1270,1343,957,286,336,6
17,51,1085552,141108,26503,7279,6057,3584,1117,729,6
11,41,1643497,364674,11578,11246,6227,15157,4530,1578,6
8,51,478843,22644,9826,1468,2681,1440,437,641,6
10,34,730971,177471,12263,3653,11699,5485,15555,2338,6
14,51,2363183,294325,121187,63469,16325,15131,5542,5480,6
13,41,779761,643254,49676,29791,14767,27142,30307,6139,6
7,69,125148,20171,5733,1456,723,1586,1260,663,6
7,53,162206,47472,3539,561,778,1551,996,481,6
8,75,837708,41866,47695,13994,6859,4121,7617,2059,6
26,67,1454044,120324,45559,40657,9821,17109,6550,2908,6
21,48,1058427,532301,21262,1110,6592,15690,3034,1602,6
17,64,1491877,518258,289054,12041,13103,19005,8679,12114,6
17,50,321502,197443,43288,13907,12507,10657,2983,2151,6
11,51,698785,12820,5303,5226,3167,3031,647,300,6
11,51,175402,23941,187,1959,5052,1867,596,432,6
11,51,935508,257489,92767,8933,11547,8770,4971,9997,6
13,75,1280117,46950,23078,4254,5139,2593,2011,682,6
11,67,2116937,258818,47839,97101,26240,12001,5558,7015,6
17,75,1957106,104615,99929,44312,18502,17093,2910,1467,6
11,81,437686,157167,64983,57031,26706,10955,2437,2160,6
35,81,434372,107466,10851,51261,29774,31668,5861,2781,6
47,87,674041,129714,100362,34576,21596,27988,3950,6564,6
57,88,953755,27955,62725,59143,34550,42883,7238,3867,6
57,88,1461244,64945,34406,23872,37712,23185,5329,1826,6
54,100,606558,28229,121082,25793,23379,4019,3298,2416,6
47,100,2866391,69987,61852,20603,26860,12978,3330,3010,6
47,100,930419,771400,278750,119941,60916,37843,4998,3883,6
34,83,1122391,552212,11482,19266,17700,11007,2008,1203,6
34,83,384212,23136,25675,5961,4074,2623,1093,222,6
23,53,111421,112080,31744,27112,36054,9503,2968,1724,6
23,53,154410,84816,14226,16156,9922,7759,1428,232,6
27,61,2358037,46486,41054,133514,17943,34278,10769,2832,6
44,84,568376,108816,54306,83490,19819,28749,9279,7560,6
41,83,512162,353631,36656,51890,18824,11472,6415,1949,6
41,90,1886668,119852,71248,53874,14959,14307,7276,2631,6
41,90,1865347,56416,9493,10472,4208,8760,1367,583,6
41,90,651518,36472,109121,98850,49742,24633,11400,3357,6
41,90,934033,164153,71538,60677,21251,54293,17676,19150,6
26,93,2120970,80024,163395,65078,14345,8977,7622,3887,6
11,93,178217,63602,46608,22305,9847,3543,933,2136,6
20,93,1929404,2221142,252544,492932,275456,212360,64410,21266,6
24,91,1635222,217474,77332,111054,42539,39658,11548,1733,6
24,91,232616,46100,6681,18059,3157,7049,3065,347,6
50,69,180474,102036,21372,42021,20812,12996,5364,3537,6
50,69,1394065,234575,36268,61552,9933,45468,2428,4328,6
48,74,1470118,199474,65085,13123,6566,16088,5416,3210,6
48,74,340481,1134598,40995,48024,9958,25694,7260,2087,6
48,74,314841,50617,10560,12730,3344,2720,948,564,6
40,77,500763,43843,20982,31699,7254,3521,2179,1039,6
17,88,1987106,787053,409440,90186,44416,57396,17849,28884,6
17,88,1096786,41983,44728,14934,16769,15408,3784,1545,6
17,88,1514048,13668,26365,12806,12444,4640,1649,1473,6
17,88,819324,37760,26306,16133,3946,6892,1894,3140,6
17,88,186527,12992,3801,5282,1117,1030,874,137,6
23,88,798763,94376,22942,18212,15141,12628,3277,1095,6
24,77,351630,88893,6539,11954,2786,5823,2891,1335,6
35,57,70384,25871,4277,1840,1089,1850,556,494,6
27,43,1919443,76527,5921,14848,5210,5004,3101,1321,6
29,43,714160,282262,25633,46937,45415,22275,2703,1420,6
29,43,908390,43780,77968,18728,14438,14034,6744,2319,6
29,43,1052263,55845,22310,15328,15546,10067,2129,1156,6
40,48,1406335,23932,5254,6097,1845,5632,1356,682,6
38,47,1013142,24854,1092,2208,2060,1023,759,696,6
44,54,401437,75695,49994,33221,43232,17467,8473,8003,6
44,54,366587,12465,794,4006,2157,949,124,211,6
38,60,70001,21480,10591,2263,6379,1145,1405,221,6
21,60,966401,32070,5511,21128,4563,5147,2044,1368,6
11,40,301561,136940,6761,3087,6754,5394,858,1361,6
23,37,1847514,202681,6900,67732,8944,31563,4002,1329,6
41,63,1290210,67703,71608,10394,6843,10828,2780,1219,6
38,56,1801794,118933,44297,12011,33030,11958,5514,4076,6
40,60,592563,153122,8645,5062,2527,7506,1643,1369,6
26,40,858775,728311,5961,21541,44922,20175,15408,11778,6
30,27,979104,154349,33452,21562,22166,23820,19064,4927,6
23,16,3413292,417152,31892,11425,39781,12234,12042,4462,6
30,30,163808,21126,10071,3575,1410,3882,4943,1282,6
51,53,808438,58709,31273,9473,10813,30150,21603,7192,6
44,57,604849,71583,14375,21774,3299,5273,3294,1206,6
47,78,304025,32196,21356,9199,2815,1806,517,335,6
37,80,1546415,67767,23055,27494,8193,4212,3717,835,6
20,90,750974,51154,43377,37710,10137,6591,4004,4581,6
13,91,149898,36891,18874,3804,2146,1469,1144,827,6
13,90,647688,41261,10584,22081,6115,2003,5385,1851,6
13,60,918954,39769,10882,2720,3196,1984,801,448,6
10,54,2128828,82144,27636,2498,7963,1886,1109,1059,6
10,54,976095,62386,8683,26243,48627,11449,1352,882,6
14,56,121173,22004,8830,9839,2400,1611,715,216,6
14,56,596921,50599,2784,25572,6901,3221,2126,1453,6
14,56,796568,104867,21147,16411,5801,4140,1299,787,6
10,74,355658,39826,23076,4317,3539,2060,736,723,6
10,74,1157466,5088,14672,7443,5220,4886,5228,4620,6
10,74,1374269,460227,176276,137915,360450,199818,79468,82139,6
10,74,911919,412431,110431,61640,214576,71015,75869,43363,6
10,74,539038,168669,63062,25256,169944,66543,93926,47543,6
10,74,533124,117851,54203,90764,69374,116864,32839,26032,6
69,74,12896,15406,5960,9590,3827,7538,4826,1192,7
75,81,6795,11211,4489,5837,6224,7717,2086,2302,7
94,81,241176,28762,10539,12360,4056,12592,5651,7175,7
64,67,138811,57486,14217,2254,4340,2876,3723,588,7
80,60,167335,52835,14583,3877,5567,11112,6815,2373,7
74,57,333491,5516,2601,740,2007,1971,1481,858,7
66,50,4780,11113,1723,4719,5470,2824,933,2002,7
63,78,23075,24646,4075,11274,4843,2471,2781,698,7
63,75,19813,14126,3391,2713,2127,4132,1935,3100,7
50,91,76475,52884,48685,10188,13418,7141,3756,4133,7
47,84,45023,102133,31489,43026,13270,9332,2421,1272,7
38,100,42507,22663,14894,21845,3499,2196,4931,3213,7
16,100,369240,25007,20297,17902,15984,3391,4113,1606,7
20,100,16881,6153,12071,10848,3850,2400,9486,2744,7
57,90,778150,48858,10822,16062,4165,9943,4530,1399,7
75,81,25773,13963,10941,7806,10076,4624,6543,2122,7
70,47,24444,55190,5395,6649,16398,4996,4134,979,7
67,56,2006,10505,10405,6560,3755,5071,1980,1208,7
74,70,2817,6550,2278,20602,7032,5181,2353,977,7
81,77,337744,24878,42325,3564,7107,16564,4486,4208,7
90,100,69292,10877,5482,35651,15152,5719,3718,2803,7
81,100,19438,24677,19390,16890,12288,6579,11772,4652,7
87,93,44641,23346,11071,5668,6371,9522,2996,2024,7
66,94,38718,66653,70329,40513,17651,11913,2433,1189,7
