attention,meditation,delta,theta,lowAplha,highAlpha,lowBeta,highBeta,lowGamma,highGamma,class
11,26,984484,166403,84712,21155,13553,12129,3294,3794,7
10,24,83047,18280,14150,4270,2947,2018,1144,382,7
16,34,1435134,133283,33790,29046,9302,20420,6011,4668,7
44,44,593144,107939,37381,11146,10698,14850,4774,2442,7
41,57,6371,28240,15214,222384,15993,11656,3301,2082,7
48,63,106703,18436,45339,15447,39674,16201,5333,2286,7
48,66,5049,68245,62555,63345,21652,19013,8626,2253,7
51,70,190280,24590,20125,5058,9966,6593,4064,623,7
61,61,846458,44853,72444,52105,44737,18719,6820,10064,7
66,61,4084,9132,13221,13616,12478,11909,2611,2185,7
64,61,403666,61273,82617,16161,14156,13933,4350,2319,7
67,66,821026,24189,71100,6451,20140,17418,3202,2363,7
64,60,1456074,273561,26537,235599,155838,50983,18027,11762,7
48,51,2371037,105627,4053,14191,38398,10711,1267,1341,7
37,44,214202,13587,5301,3168,2235,1240,229,219,7
35,35,219969,345272,27382,45415,54855,30433,4795,1654,7
30,16,106907,28623,8159,998,3355,1749,549,522,7
30,16,1315115,218351,8399,17322,7732,19330,4956,1734,7
34,14,1216800,104617,40670,13757,21993,12169,3464,5283,7
38,26,891675,113483,93475,14695,23116,25449,5438,5653,7
51,37,203479,26591,29988,17038,7794,11884,4519,2411,7
48,53,160411,13360,13827,5672,5989,2030,1255,259,7
47,61,259780,62631,49499,25115,9341,8348,3766,1194,7
43,56,516867,150606,18627,50293,26224,19802,4489,1464,7
40,63,4821,19652,88606,11755,6796,13921,5191,1947,7
16,48,1054455,680142,7819,14616,70267,11767,19887,3733,7
8,16,146008,259847,4642,5714,7545,6428,4770,1356,7
14,41,296641,5506,7099,6801,5446,3762,1582,914,7
17,35,42941,19762,1744,7469,11645,6915,3770,4959,7
41,74,992997,334836,199599,354974,318547,135468,43165,9859,7
53,88,454751,49577,5248,2284,5740,3972,1560,1854,7
34,83,478830,44981,14378,8376,3389,6433,6897,2280,7
24,63,17141,176121,11860,16369,10085,13420,11807,7224,7
24,88,1554132,102055,101367,37235,25728,18596,22429,9991,7
34,88,643116,73905,16143,14456,1478,15707,8831,5543,7
44,84,917335,122380,17429,40022,29466,42554,14179,2994,7
48,87,136446,50285,3831,5978,3645,5858,2354,2226,7
56,77,378413,42413,16896,13136,17330,14262,13835,4919,7
56,83,97606,35820,12907,18223,13355,11559,9706,2871,7
48,88,225361,85533,42931,28329,29570,17580,14331,3845,7
48,100,763977,179612,77701,33917,29511,26540,27919,5491,7
51,100,205298,11649,8526,6080,2912,6970,1622,2795,7
57,100,3722,13443,9574,11510,16319,13041,20632,17074,7
56,97,155094,67553,8342,11557,5085,7414,3906,1833,7
69,94,3403,15758,8095,6112,9082,11249,11833,2310,7
61,81,970267,113522,17471,15805,22133,16321,18501,21193,7
53,77,127452,129352,45583,8779,9997,29914,7170,4324,7
43,70,438296,398257,23237,41337,21081,15717,30088,4909,7
34,81,764732,94022,25510,98133,17275,27955,22622,6321,7
30,81,295650,49389,3361,10935,3057,6558,4017,3108,7
34,77,143319,37748,9212,3699,6209,9785,3857,1680,7
44,87,531757,181620,46207,42214,35551,29656,17958,3084,7
27,41,372159,85095,4719,90749,44065,20913,18555,15067,7
48,56,1219025,145224,16035,57909,54736,26778,19747,4557,7
61,94,177999,9234,14271,12263,4832,7371,5805,517,7
53,83,2186841,176195,20220,27284,25771,11408,8941,1441,7
44,67,883491,791134,20141,54554,42136,42282,16520,14688,7
30,66,1171898,235551,23885,81272,63481,12426,10103,3486,7
23,41,568918,119979,9812,9776,16105,13303,10095,8166,7
37,41,344818,17923,1449,3970,5476,5002,1529,1685,7
48,63,602668,26338,22805,22115,20053,12210,10215,2496,7
57,60,244498,65391,10726,8291,9335,9875,5434,2826,7
57,75,352506,59483,19093,28577,23826,10783,3147,1482,7
60,93,61454,18518,40147,15239,17123,18137,15033,5466,7
64,91,14109,37851,37408,14041,20950,22595,8544,2705,7
81,100,22834,17039,1101,7409,5592,7162,4642,5928,7
69,94,803343,247111,120703,61775,12596,29170,7251,10151,7
53,84,528883,390791,89380,17118,40665,24824,20799,7943,7
43,60,629764,116015,2340,10602,30482,10667,7338,6607,7
30,66,66630,47742,22697,9992,7573,5760,6670,5516,7
37,56,586761,80480,11321,18943,18586,12618,6954,3649,7
35,51,64547,306736,38259,12779,27422,14475,8845,3970,7
44,77,20381,13653,18715,1302,3982,7543,3857,2859,7
48,87,11668,6537,11918,34841,4937,5751,7681,3418,7
54,84,23492,53434,14574,13329,6845,16808,15000,8034,7
60,87,584894,179255,22765,36291,45379,16680,13385,7541,7
63,81,356210,11432,31162,12728,24266,18744,22743,3939,7
74,67,23381,12413,10967,11208,6372,10381,13720,4662,7
87,80,46308,12743,11005,36210,5140,11655,8001,2175,7
81,75,14482,25806,11698,4225,3331,10109,9313,3723,7
78,70,296287,37687,12660,20788,14037,15080,4631,4837,7
54,70,427805,342974,33474,45130,22366,9821,8694,3267,7
48,66,555331,56007,63577,15467,16474,14390,8458,6345,7
56,69,85822,11247,10750,9934,10669,16413,4079,4008,7
57,67,265437,80471,39949,37172,78037,36535,4350,4774,7
64,75,99215,320887,103277,60878,24347,26641,10678,5342,7
51,66,639351,99073,4601,35450,7918,3284,20285,7160,7
44,66,47194,12787,15824,2367,7247,8933,3696,3786,7
40,66,24734,30111,6418,11198,5096,6340,7363,2643,7
50,54,250887,35771,1074,5364,8434,7639,6477,16058,7
54,48,748551,384188,30677,39197,14373,16325,5624,5604,7
47,48,219380,101160,37430,38060,18233,19311,11332,6846,7
40,63,19371,14253,64587,14416,14096,5695,3833,6596,7
37,81,54827,42884,33226,25925,8101,12946,5146,2335,7
44,77,466154,61278,1649,6394,4799,6840,2764,1504,7
38,64,55766,143973,11035,11910,22322,9885,9320,7344,7
35,27,1870669,437799,144691,24450,34283,48025,12889,7761,7
27,40,1563385,289866,104299,90550,159637,23395,22530,6499,7
20,53,177083,34600,14289,7574,2123,1469,2047,3078,6
20,53,1270000,533493,298316,158083,211282,352180,40475,22016,6
16,60,2304138,399338,78135,47397,31248,24200,23557,8313,6
14,54,474244,198176,15099,36773,42438,15758,24379,15853,6
24,41,803722,606396,41238,30833,158728,91199,47199,50726,6
48,17,524824,192162,17990,6082,24141,43196,15971,6837,6
63,21,180494,48199,13935,9098,15150,22602,8004,6004,6
69,41,17832,32346,36879,19658,11044,26069,11378,5411,6
80,61,59108,22103,37905,21444,16634,14594,11245,5600,6
94,64,95246,16831,4455,3738,24354,22659,18290,4966,6
87,75,1420921,102139,71318,81426,41630,36271,10877,12513,6
63,70,2296613,232352,107461,38576,40744,10085,8898,5578,6
70,69,41854,12794,33787,8819,8215,23967,5262,11265,6
51,84,878845,56588,31208,20746,12597,12716,2896,2795,6
54,84,1014823,78992,130125,34806,79707,52507,11764,4395,6
69,81,588562,85793,36164,13420,40238,18017,8641,8097,6
78,63,12469,24290,11123,2742,13481,13891,12596,6603,6
78,53,79464,53177,6331,17649,13592,17922,14993,1735,6
90,50,507815,41807,3454,20545,24163,28110,12205,4747,6
80,57,11099,9716,16473,15628,23548,4992,6520,8426,6
78,69,37500,18336,29743,4536,8173,15359,7619,9998,6
66,74,172681,25613,1875,13390,3300,2607,2901,664,6
44,69,905692,244701,26171,28513,69197,11988,12884,4495,6
38,44,23697,63165,8708,11384,11512,11123,10422,3317,6
53,47,977746,33651,23936,28093,27452,29478,11344,3012,6
77,53,20177,8973,5988,9903,32233,11279,11946,10533,6
78,53,875612,82817,13875,14086,18405,17317,9334,19528,6
88,56,11256,40701,12342,20713,30812,28218,10374,2185,6
84,43,33234,55391,7730,6395,46930,17123,26631,5657,6
84,47,438591,28684,6198,36257,26344,32741,15074,16654,6
90,61,10090,26786,4573,63013,12302,25236,14669,13111,6
81,60,259196,112849,32732,12992,21375,22227,7273,3435,6
69,70,1047266,248947,121725,16798,42008,27322,11784,8700,6
50,69,203525,65273,19406,14281,14546,5185,8268,7512,6
54,38,73989,71106,1379,2816,25410,35791,13148,5091,6
48,34,793908,110891,13474,12750,14837,9769,16823,7082,6
48,27,145965,105537,23261,17606,14724,10545,15503,11999,6
56,23,63494,92230,17906,13194,24264,15609,22179,6716,6
48,47,528077,73509,9588,28772,17904,22329,36845,9170,6
57,56,25348,27795,11499,18115,12511,11422,22991,16690,6
80,53,60571,29734,8652,7098,26369,37004,11679,4950,6
84,61,17916,31756,4805,24188,6672,18886,24661,6382,6
90,64,53747,9485,16801,19174,16932,15270,25002,5307,6
77,80,2423755,36407,29243,35459,17485,18892,5216,1866,6
84,87,30608,8389,12548,26371,24477,12812,14973,3858,6
91,77,55051,29551,3147,11009,24407,29746,12863,4472,6
81,66,543412,72298,16570,20212,29136,12222,22987,2879,6
90,57,20253,37886,15362,19791,20878,34546,8423,7094,6
90,48,439282,45804,12463,16409,37878,24150,4644,6299,6
75,47,729351,273283,20918,22162,27384,39392,14690,4666,6
87,54,21240,8409,2205,28512,11975,15871,7644,4757,6
69,47,256884,193947,18295,30403,66980,17848,16580,7287,6
69,54,38560,16436,8002,15377,7925,12864,5021,4061,6
53,47,912362,322444,28188,15446,12794,11900,19937,10811,6
67,61,61244,14850,13598,20320,13557,18948,17919,2918,6
44,53,993207,170246,85952,39997,18371,20352,21984,5936,6
70,57,167926,46491,6738,9712,10851,31913,5161,2739,6
53,51,45093,24768,7153,4146,1899,2028,2064,1534,6
57,56,1094630,195284,13561,55599,30459,60206,30912,10616,6
50,44,436790,425373,56239,36349,44575,12091,25622,10770,6
63,41,254982,57247,6745,8605,21531,19240,14116,3609,6
63,50,50118,30305,24950,19594,29659,14582,30087,13266,6
78,61,492705,70478,66295,54670,67284,22618,12140,4476,6
53,57,677442,453982,91434,27423,38962,17182,34030,12324,6
54,75,5787,16821,22687,21169,10916,16856,6943,21613,6
56,70,292149,9078,1956,2827,1272,3338,4958,2238,6
60,63,19265,34006,7089,23422,38025,11347,34703,7149,6
75,60,161472,195266,8347,26032,13555,34846,16011,9590,6
67,57,51337,23601,7275,35960,15325,11126,9984,4974,6
78,51,8765,17243,5998,2808,12521,21509,12922,7067,6
69,50,2251123,511285,117422,79025,102840,47220,42347,7091,6
60,50,465127,90134,4414,10313,10983,5355,2824,2345,6
69,44,50371,23892,37060,2318,18451,24865,13724,5591,6
56,53,336323,74998,27601,19272,9571,27765,12509,2972,6
81,51,22705,4115,5683,2585,14666,25666,19748,8192,6
96,60,63918,24131,9849,12302,12936,18155,21617,2691,6
87,60,10694,21941,15993,15070,26551,8807,18169,3434,6
90,57,11863,8535,4157,5120,10232,11310,16163,5466,6
74,63,67744,22774,13509,4437,17104,9344,12293,4136,6
67,69,204619,49306,73862,12618,29617,26848,24114,22155,6
74,61,6666,13492,10948,4284,35991,10733,5579,5979,6
56,70,279498,171033,156379,57218,43678,30684,16865,5974,6
41,69,1149717,338665,68865,29186,25894,18135,20499,6622,6
44,61,61829,50524,2691,10972,36818,32107,6230,1878,6
29,27,326930,468725,18805,21408,42774,7491,9289,6404,6
27,27,401213,273409,43245,40149,32971,12970,15418,4231,6
21,34,1274815,68588,13025,9598,33583,16401,12209,3421,6
51,53,149311,40614,14769,16363,10398,29384,14208,5030,6
70,60,44044,6267,5845,5959,14945,18398,9648,3714,6
69,60,75445,56127,7393,24912,18334,13720,7097,4771,6
54,53,226374,100122,10109,13088,8030,9284,4749,1256,6
56,50,509909,129073,28269,14679,14460,16594,12270,7199,6
44,61,317083,12972,31893,8265,7713,14016,5655,11536,6
57,81,4574,14162,6786,6886,3078,10558,9931,2915,6
61,83,29073,44368,9005,12930,9104,11391,6602,4755,6
61,66,71928,28280,4771,5269,20506,10507,7450,1330,6
57,54,253764,127102,35122,26356,18094,15515,10907,3925,6
54,54,49777,16777,9030,8700,10824,8928,9825,2587,6
56,56,42562,30066,7972,17605,22877,11680,5916,3453,6
51,74,21631,67581,90528,66819,39566,28951,12058,2477,6
44,70,1536668,119586,31493,21675,8189,6893,8980,2110,6
47,77,14525,5095,4035,16225,10452,7900,5419,1767,6
38,75,189795,200154,27089,49622,13219,22306,5811,3797,6
44,69,9318,14167,12295,5824,6926,9948,4490,1656,6
57,70,44538,42678,20475,9707,9555,14420,10169,8188,6
41,67,240766,123263,68815,25426,19135,11060,3963,3713,6
57,69,12109,23122,9534,7791,6486,19326,6050,3506,6
56,74,14681,13160,21185,13932,21205,11769,6929,3656,6
56,77,14710,10667,13092,3351,11809,5666,4570,3188,6
75,80,15823,16721,11861,23114,8630,23796,7621,1881,6
70,77,3923,22989,8512,4284,5928,12630,14282,3540,6
54,63,953989,320311,66625,5313,28307,12031,4620,3937,6
37,54,59616,50692,4140,12649,12132,22615,7578,3413,6
23,54,1591901,401991,79092,52828,44692,42578,17652,5529,6
27,51,622907,138758,13610,9627,24031,7908,3252,3050,6
38,44,952829,43956,13203,11486,8136,6742,2526,2188,6
17,48,1430750,382658,97650,26020,51749,15864,13088,6491,6
21,50,1140233,275693,27397,98139,52609,39029,29911,10371,6
34,66,18468,24778,17185,16921,11879,13894,13822,7947,6
43,64,279598,32608,24526,22359,62329,26100,11317,4797,6
54,77,1051026,60245,96989,10289,24549,24333,3586,1198,6
63,78,183287,39184,18860,9387,10156,21364,4069,8222,6
66,80,36307,4677,6856,9584,7866,7356,4289,2563,6
66,77,125067,38679,9049,10590,11265,17108,9055,6983,6
69,74,787087,31226,13952,21793,3745,16006,20731,4685,6
78,66,226249,56657,16577,7463,4460,64738,7731,4756,6
75,67,7759,14082,10869,20569,4626,9657,5180,2979,6
77,67,22637,29161,14314,4101,11184,15498,4672,5242,6
70,70,9212,10070,8394,4402,25174,10020,9099,4171,6
78,67,8288,9893,3879,22872,8055,18223,9389,3230,6
77,66,9301,20073,6658,14169,17805,16258,8522,11421,6
67,70,999250,28442,15083,4401,8421,7484,3641,2414,6
48,51,479758,151799,10549,3818,14571,7512,8131,1806,6
48,48,657071,198885,82829,7045,27732,42899,14058,4849,6
34,44,21479,127179,37671,8691,39817,11193,13509,4052,6
38,50,142192,15700,36826,8505,21221,17875,7637,4733,6
17,57,707631,42832,16194,20588,8746,2295,3774,1003,6
10,64,938702,493041,220729,34072,84139,39952,18330,19344,6
30,84,357655,33984,24478,44058,25496,30615,8865,1594,6
27,69,304065,73552,23582,32643,8070,6850,5936,1949,6
30,75,889126,202675,138170,66171,37726,32722,11262,16407,6
26,74,1490915,39974,36574,9124,10096,12483,10382,6076,6
30,80,164400,157014,71324,21718,44248,24161,7920,7685,6
40,77,790048,100148,49578,21113,31119,23231,7813,2448,6
43,67,717888,103973,29780,9509,10668,19520,7886,5730,6
37,54,315296,149175,35060,2529,39961,12097,6247,6314,6
48,57,14141,8900,3371,11867,9923,8658,4833,1901,6
48,54,12021,30385,6254,10214,16051,6476,13815,2891,6
40,63,996222,168745,95973,25678,14745,15043,4470,3216,6
41,56,584725,182914,14058,8603,24644,13665,10190,5527,6
29,54,505485,128850,11033,60264,23525,19448,12283,6153,6
37,56,349115,30626,12837,8995,5782,15827,19339,7275,6
53,47,34330,29815,5908,13048,6351,17123,6057,8621,6
61,47,194677,45375,14379,19840,25729,20471,8884,2698,6
56,50,483916,39219,27787,20329,12677,16160,14049,7751,6
74,64,22463,9587,5345,5581,12763,11669,13389,9957,6
75,70,43405,17185,12321,22330,4600,25732,20607,4201,6
74,67,362818,90940,11886,23799,29603,23528,16099,16047,6
77,61,43243,57556,24086,6708,7284,27995,8886,14838,6
67,57,169739,135509,12801,37122,70481,37247,11541,12833,6
53,50,384187,113290,23203,27252,29484,12191,6391,6919,6
40,50,589562,410727,49422,50803,29173,17871,13550,4983,6
34,60,166513,13378,9261,13612,3313,5436,1834,1319,6
30,61,18117,12004,2426,1592,2463,2713,1862,747,6
40,70,36625,19000,18938,25181,14609,13494,6437,6055,6
56,77,16507,39854,14067,16938,24348,19976,8152,1403,6
66,80,15997,15626,19822,12603,15904,12875,8779,8459,6
64,77,5041,30328,22691,9068,16069,9771,10573,5043,6
67,67,28899,28779,2194,7866,10640,17810,5735,4618,6
64,67,23657,27599,3614,18622,9853,10221,10837,3564,6
74,60,49092,11909,1258,11080,10849,15890,5276,5262,6
78,64,4297,21665,47921,8284,7271,24836,6263,2888,6
80,81,46342,6506,30443,10506,6455,24404,4905,5502,6
87,90,9283,8773,17273,18907,5006,17147,6247,3510,6
67,93,164996,104513,36794,32590,17022,12470,8312,5482,6
54,70,2041267,259230,4663,25695,6656,20409,12512,5796,6
51,61,59668,35580,22264,3275,11775,21885,16582,12744,6
41,40,543372,108890,8604,10166,72677,14294,10506,7306,6
44,29,435219,25373,1986,4437,4550,3715,3162,2497,6
50,57,1347027,58366,127416,176860,33042,46227,35635,18813,6
37,47,403784,66493,5192,3604,9793,5903,3605,1589,6
30,74,1874235,37662,6375,6484,2737,1890,2383,326,6
24,43,288266,89177,3767,4630,9038,4638,5923,2706,6
35,38,436365,76821,6885,7794,17213,17634,35175,4649,6
44,34,2180742,99232,56818,46550,77448,47483,24994,9680,7
50,26,733381,139537,11831,12206,15037,14163,16565,7154,7
41,48,341072,40551,37463,15275,5446,5450,2013,2625,7
35,66,116480,46563,30170,6519,19901,6107,9417,5191,7
21,54,301239,310906,21729,34763,33982,16256,8861,7542,7
48,61,708903,28134,18262,4299,21688,12608,4799,3129,7
43,54,910249,656530,11292,41139,34206,15042,11976,10428,7
27,44,325720,133909,20240,17334,33186,7243,6185,4761,7
17,47,47436,16350,15419,14915,12881,8222,13200,3002,7
27,51,350343,256793,19897,14890,14575,19636,12766,3559,7
43,63,94680,13605,14585,17096,17834,13835,6772,2581,7
51,67,40332,32537,5348,22968,8527,9236,6579,3862,7
50,67,126575,27752,26387,15308,14163,13110,8157,3548,7
60,84,12975,16327,9326,24954,19653,13116,7915,8944,7
67,74,56918,7958,2226,3330,6952,11979,7795,2409,7
74,67,74784,20222,7744,4349,6703,8395,5240,2115,7
64,61,809886,47302,3753,19896,6379,4550,2391,1384,7
64,57,16515,14366,8230,9933,7258,8204,12003,4696,7
43,77,40946,29932,10718,15135,14918,12411,14584,2728,7
51,83,91167,36908,12854,38040,19190,14148,10249,2157,7
50,60,102951,50880,10653,7555,17109,21482,5934,1879,7
61,54,13436,13053,10380,3753,10071,25347,13527,5128,7
57,51,91294,59596,13181,24813,3284,9498,9097,2559,7
64,47,229316,37254,6928,2640,11416,5151,3262,761,7
66,50,50670,40190,4368,17859,3823,26673,10593,9679,7
44,43,459666,228497,18534,17863,16616,15924,14494,6763,7
48,43,11605,27275,11555,11753,4790,7511,8115,2334,7
38,48,210717,206636,30481,31562,12412,10512,9648,6939,7
41,47,139822,9153,4610,7294,21446,13494,5951,1845,7
50,63,27169,27177,36956,7567,14719,11930,9445,4783,7
48,57,176179,63005,18674,11360,10954,11510,7846,5204,7
56,50,670221,66628,497,9648,15614,8041,10961,5141,7
54,37,5119,20371,4208,3924,23288,5526,2996,3707,7
38,23,352737,358000,8386,20118,22081,9461,12739,10251,7
29,20,12352,48937,11173,9709,23204,12142,3453,11468,7
27,37,18488,34569,42783,10787,12862,11468,7426,5499,7
37,48,649557,54971,10651,21849,15234,15984,7719,4382,7
64,70,20097,15872,7236,3354,3458,12448,3074,3454,7
70,60,17580,12896,3706,6704,19629,7893,9020,1777,7
80,60,9221,6336,7069,2287,10978,8865,3096,4755,7
70,54,84524,28737,3277,11226,3441,3571,5810,1695,7
57,54,252060,12273,724,5022,3213,1895,2878,1981,7
48,53,75621,46342,8515,5567,9615,6386,7061,3240,7
43,54,40553,19196,11947,3727,4358,8578,4148,3182,7
54,69,40623,12596,36033,15750,13007,11749,14836,8785,7
17,50,574880,682944,37148,38074,19384,20185,49034,11332,7
27,44,200013,141300,32944,10539,8460,27555,13111,9024,7
17,26,1396866,181606,22486,16286,16061,11473,40403,11305,7
17,30,235145,79722,14069,9984,6531,5652,1718,2164,7
30,38,835029,52961,6286,7122,9856,9882,2535,1150,7
34,35,157719,252024,62463,15136,88956,28602,7075,7679,7
47,43,93041,27082,22693,9677,12879,17292,23251,11502,7
51,47,22100,31833,11715,6495,14157,12080,9950,2816,7
44,56,1843551,207378,69482,59296,39921,17476,5660,3338,7
40,60,829734,206434,46915,27345,31156,12451,7811,5688,7
41,51,56340,45447,7832,12952,15460,25660,21361,5729,7
26,53,456908,98022,18321,16911,8593,5342,5803,3083,7
30,21,11846,18611,1946,5080,5658,19035,12839,9934,7
54,40,25529,29005,10097,7492,8776,20083,8320,6085,7
64,34,719534,41713,3236,8373,8028,12742,9324,14534,7
69,47,1310477,70629,70375,11916,26235,9747,8133,12316,7
43,56,245260,257192,105658,35615,57347,12380,9561,1921,7
38,67,180403,11058,19248,19060,19188,12087,5094,5850,7
34,77,206417,121249,42009,31465,59277,20812,11509,8203,7
27,57,1270483,299922,19132,28531,17676,13976,16827,21602,7
29,47,208766,164801,15222,10612,16387,6724,7190,10929,7
38,40,8519,11594,3723,19234,9281,22490,11463,2853,7
47,35,11859,74633,15577,6685,6796,27162,11101,2707,7
53,24,443522,164431,6307,5214,36287,15219,14617,3308,7
66,30,326083,59946,5078,29317,48875,18127,23989,5132,7
61,26,28472,13831,6585,20516,54827,13256,13943,3736,7
